Record URL,Draft Date,Document Number,Film Number,From,Subject,TAGS,To,Message Text,Generic Code,Student Code,Program Originator,Country/Activity Code,Type of Assistance Code,Program Year,Select Item Description Number,Total Delivery Cost
https://aad.archives.gov/aad/createpdf?rid=109587&dt=2474&dl=1345,30 MAY 1974,1974LAPAZ03478,D740136-0329,LA PAZ,n/a,"CASC, BL, (ROELLE, DANIEL)",STATE,NATURE OF THE JUDICIAL PROCESS IN BOLIVIA,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=92416&dt=2474&dl=1345,31 MAY 1974,1974LAPAZ03550,D740138-0548,LA PAZ,RISING POLITICAL TENSIONS,"PINT, PGOV, PINS, BL, (BANZER)",STATE,"CONCERNED OVER ISSUE OF BOLIVIA'S
ECONOMIC... VESTIGES OF DEMONCRACY
IN BOLIVIA"" BY ITS... TRAVEL OUTSIDE BOLIVIA OR TO INTERIOR
OF... IN BOLIVIA NO ONE ATTEMPTS A COUP UNLESS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=92417&dt=2474&dl=1345,31 MAY 1974,1974LAPAZ03545,D740139-0008,LA PAZ,SHORT RANGE DEVELOPMENT PLANS AND GAS RESERVES,"ENRG, BL, YPFB, (MIRANDA, CARLOS)",STATE,"SHORTAGE WITH HELP OF COMPANIES NOW IN
BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=100774&dt=2474&dl=1345,31 MAY 1974,1974LAPAZ03433,D740138-0841,LA PAZ,"BOLIVIA INVITED TO ATTEND JUNE, 1974 OPEC CONFERENCE","ENRG, BL, OPEC, (CAPRILES GUTIERREZ, ROBERTO)",STATE,": ENRG, BL
SUBJECT: BOLIVIA INVITED TO ATTEND... MAY 30,
BOLIVIA IS INVITED TO ATTEND AS... AND THIS IS FIRST STEP FOR BOLIVIA TO
GAIN... RESERVES.

2. COMMENTED THAT IF BOLIVIA HAD... REGARDING TIN PRODUCTION, BOLIVIA'S",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=125515&dt=2474&dl=1345,05 JUN 1974,1974LAPAZ03612,D740143-0658,LA PAZ,BOLIVIAN OFFICIALS RESPONSIBLE FOR EASTERN DEVELOPMENT ZONE AND  RELATED MATTERS,"BEXP, ENRG, EMIN, US, BL",STATE,"DE MINERIA Y METALURGIA
LA PAZ, BOLIVIA... MINAS, TERCER PISO
LA PAZ, BOLIVIA

ING... BUENO S/N
LA PAZ, BOLIVIA

2. ACCORDING TO... DEVELOPMENT
OF EASTERN BOLIVIA, ARE AMERICAN... DEVELOPMENT OF EASTERN BOLIVIA.
EMBASSY",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=134943&dt=2474&dl=1345,05 JUN 1974,1974LAPAZ03641,D740146-0209,LA PAZ,IMPC/EMBOSA PROBLEM,"BDIS, BL",STATE,"NO BETTER
REGARDED IN U.S. THAN BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=130214&dt=2474&dl=1345,06 JUN 1974,1974LAPAZ03687,D740146-0111,LA PAZ,"MESSAGE TO THE NATION DELIVERED BY PRESIDENT BANZER ON JUNE 5, 1974.","PINT, PGOV, BL, (BANZER)",STATE,"THE COUNTRY REQUIRES.

8. BOLIVIA IS GOING... WILL BE POSSIBLE THAT
BOLIVIA WILL ACT... WORLD, BOLIVIA, BECAUSE OF ITS... BECAUSE I BELIEVE IN BOLIVIA AND
ITS CAPACITY... FACING THE CHOICE BETWEEN BOLIVIA
AND ITS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=122872&dt=2474&dl=1345,07 JUN 1974,1974LAPAZ03715,D740146-0650,LA PAZ,ARMED FORCES DISMISS TWENTY-FOUR OFFICERS,"PINT, PGOV, MILI, BL, (LEYTON, SRAUL LOPEZ), (PRADO, GARY)",STATE,"CONFEDERATION OF PROFESSIONALS
OF BOLIVIA, WAS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=129634&dt=2474&dl=1345,07 JUN 1974,1974LAPAZ03729,D740147-0106,LA PAZ,"PL 480, TITLE I: CUP PAYMENT","EAID, BL",STATE,EMBASSY RECEIVED FROM TREASURER OF BOLIVIA,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=128935&dt=2474&dl=1345,12 JUN 1974,1974LAPAZ03852,D740153-0471,LA PAZ,SUGAR SALES,"EAGR, BL, US, AMEROP",STATE,"SOURCE BOLIVIA HAS
SOLD ABOUT 9,000 M.T. OF",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=128936&dt=2474&dl=1345,12 JUN 1974,1974LAPAZ03851,D740153-0486,LA PAZ,BOLIVIA'S PETROLEUM PRODUCTION - EXPORTS & GAS EXPORTS FOR FIRST FOUR  MONTHS OF 1974,"ENRG, BL, US",STATE,: BOLIVIA'S PETROLEUM PRODUCTION - EXPORTS & GAS,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=134880&dt=2474&dl=1345,12 JUN 1974,1974LAPAZ03800,D740152-0125,LA PAZ,IMPC/EMBOSA,"BDIS, BL",STATE,"MONEY AND FELT HE HAD BEEN TAKEN IN
BOLIVIA... BOLIVIA.

4. ON MORNING OF JUNE 11 EMBOFFS BY",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=122633&dt=2474&dl=1345,19 JUN 1974,1974LAPAZ03978,D740160-0762,LA PAZ,GOB INTEREST IN PURCHASING TANKS EXDIS,"MASS, BL, US",STATE,"SUITABLE WEAPON
SYSTEM FOR BOLIVIA, WE HOPE... BOLIVIA THAN THE SOVIET T-55 TANK",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=122631&dt=2474&dl=1345,19 JUN 1974,1974LAPAZ03970,D740160-0249,LA PAZ,RECTOR AND VICE-RECTOR OF UMSA RESIGN,"PINT, BL, (AGUILAR, MARIO), (SANCHEZ DE LORIA, GONZALO)",STATE,ASSOCIATION OF BOLIVIA HAS BEEN ACTING AS,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=122638&dt=2474&dl=1345,20 JUN 1974,1974LAPAZ04012,D740161-0796,LA PAZ,C-130 AIRCRAFT FOR BOLIVIA,"PFOR, MASS, EAID, BL, US",STATE,"EAID BL
SUBJ: C-130 AIRCRAFT FOR BOLIVIA... BOLIVIA AS SOON AS POSSIBLE. THE C-130 IS AN... PROVIDED BOLIVIA BY C-130 AIRCRAFT
FROM...
CENTERS. BOLIVIA HAS, AS IS WELL KNOWN, A... CAPABILITY PROVIDED
BOLIVIA BY THE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=126664&dt=2474&dl=1345,20 JUN 1974,1974LAPAZ04033,D740162-0495,LA PAZ,ARGENTINE - BOLIVIAN NEGOTIATIONS,"EIND, BL, AR, (GUZMAN SORIANO, ALBERTO)",STATE,"PETROLEUM
AGREEMENTS WITH BOLIVIA AS SOON AS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=122653&dt=2474&dl=1345,20 JUN 1974,1974LAPAZ04031,D740162-0588,LA PAZ,LETTER FROM PRESIDENT NIXON PASS WHITE HOUSE,"PFOR, BL, US, (NIXON, RICHARD M)",STATE,COMMUNICATION ABOUT BOLIVIA'S INTEREST IN AN,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=124251&dt=2474&dl=1345,21 JUN 1974,1974LAPAZ04041,D740163-0507,LA PAZ,PRESIDENT BANZER COMMENTS TO AMBASSADOR ON SOVIET OFFERS OF MILITARY  EQUIPMENT,"PFOR, MASS, BL, UR, (BANZER), (ANAYA, RICHARDO)",STATE,"THAT SOVIET AMBASSADOR TO BOLIVIA HAD BEEN... MILITARY EQUIPMENT ON BOLIVIA
AND ALSO... TO WHETHER OR NOT BOLIVIA SHOULD
ACCEPT... IN
BOLIVIA WAS THAT HE HAD TO KICK OUT... THE SOVIET PRESSURE FOR BOLIVIA TO ACCEPT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=126199&dt=2474&dl=1345,24 JUN 1974,1974LAPAZ04079,D740165-0851,LA PAZ,VISIT BY NATIONAL BANK EXAMINERS,"EFIN, BL",STATE,WITH AUDITING ALL BANKS IN BOLIVIA,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=123502&dt=2474&dl=1345,24 JUN 1974,1974LAPAZ04082,D740165-0716,LA PAZ,MILITARY EQUIPMENT FOR BOLIVIA,"MASS, PFOR, BL, UR, (BANZER)",STATE,"BOLIVIA

REF: LA PAZ 4041

1. IN MY",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=120249&dt=2474&dl=1345,25 JUN 1974,1974LAPAZ04122,D740167-0869,LA PAZ,AMBASSADOR'S SUMMARY STATEMENT CONCERNING SECURITY ASSISTANCE TO  BOLIVIA,"MASS, BL, US",STATE,"SECURITY
ASSISTANCE TO BOLIVIA

REF... ASSISTANCE TO BOLIVIA FOR FY 75
AND THE... BOLIVIA
UNDER PRESENTLY FORESEEN...
PAYMENTS STANDPOINT, BOLIVIA WILL CONTINUE TO... DEVELOPMENT
PROJECTS. BOLIVIA, THEREFORE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=126857&dt=2474&dl=1345,26 JUN 1974,1974LAPAZ04139,D740170-0292,LA PAZ,MINISTER MINING SIGNS MINERAL EXPLORATION AGREEMENT WITH FRENCH  COMPANY,"EMIN, BGEN, BL, FR, (BOULANGER, JACQUES), (CHENEVIER, FRANCOIS)",STATE,", SOUTHWESTERN
BOLIVIA WHICH CONTAINS... EXPLORATION PERIOD, AT NO COST TO BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=126693&dt=2474&dl=1345,27 JUN 1974,1974LAPAZ04167,D740170-1178,LA PAZ,NATIONAL ECONOMIC-PLANNING COUNCIL (CONEPLAN) SIGNS COOPERATION AND  TECHNICAL ASSISTANCE PROJECT,"TGEN, JA, BL, NATIONAL ECONOMIC PLANNING COUNCIL, CONEPLAN, JAPENESE  OVERSEAS TECH COOP AGENCY, OTCA",STATE,"BOLIVIA AIR FORCE
AMJOR RENE OCAMPO, ON",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=119077&dt=2474&dl=1345,28 JUN 1974,1974LAPAZ04239,D740173-0406,LA PAZ,BOLIVIAN AVIATION GASOLINE SHORTAGE PASS USDOC WASHDC,"ENRG, BEXP, ETRN, BL, ESSO, YPFB",STATE,"SUMMARY. BOLIVIA'S AVIATION GASOLINE... MEET BOLIVIA'S REQUIREMENTS. YPFB APPEARS... FOR BOLIVIA'S ECONOMIC AND
POLITICAL... AGAINST INCREASING SUPPLY TO BOLIVIA OR, AT... RECENTLY TOLD AMBASSADOR
BOLIVIA RUNNING SHORT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=117886&dt=2474&dl=1345,28 JUN 1974,1974LAPAZ04241,D740173-0649,LA PAZ,URANIUM EXPLORATION CONTRACT WITH ITALIAN FIRM,"ENRG, TECH, EMIN, BL, AGIP NUCLEAR",STATE,"FOLLOWING TWO YEARS. BOLIVIA TO HAVE 52
PERCENT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=136122&dt=2474&dl=1345,28 JUN 1974,1974LAPAZ04221,D740172-1039,LA PAZ,FARMABOL CASE,"BDIS, BL",STATE,"CLAIMS, FARMABOL LEGAL STATUS IN BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=155342&dt=2474&dl=1345,01 JUL 1974,1974LAPAZ04264,D740174-0913,LA PAZ,EXPLORATION PROJECTS IN NATIONAL RESERVE AREAS,"EMIN, BL",STATE,"GEOLOGICO DE BOLIVIA (GEOBOL) AND COMIBOL... (SOUTHWESTERN BOLIVIA AND
OTHERS, NORTHERN AREA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=153668&dt=2474&dl=1345,02 JUL 1974,1974LAPAZ04291,D740176-0032,LA PAZ,WORKING GROUP ON TRANSNATIONAL CORPORATIONS,"EGEN, PFOR, BL, US, (FUENTES, MOISES)",STATE,". FUENTES STATED THAT
BOLIVIA WILL BE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=149442&dt=2474&dl=1345,03 JUL 1974,1974LAPAZ04305,D740177-0418,LA PAZ,NATIONAL INTELLIGENCE ASSESSMENT: WORKING PAPER ON POTENTIAL FOR  CONFLICT BETWEEN CHILE AND PERU,"MARR, PFOR, CI, PE, BL",STATE,"BOLIVIA.

2. REVISED TEXT WOULD READ AS... BOLIVIA
AS A POTENTIAL BUFFER. ALTHOUGH... RECENTLY BECAUSE OF WHAT BOLIVIA PERCEIVES.... HOWEVER, ALTHOUGH BOLIVIA HAS... ACTUAL
HOSTILITIES, BOLIVIA WOULD MOST",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=149370&dt=2474&dl=1345,08 JUL 1974,1974LAPAZ04372,D740181-0095,LA PAZ,PAHO-BOLIVIAN POSITION ON ELECTION OF DIRECTOR,"SWEL, BL, PAHO, (FUENTES, MOISES), (HORWITZ), (MONTEVERDE, ACUNA)",STATE,", REPORTS THAT BOLIVIA
HAS ALREADY COMMITTED",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=154496&dt=2474&dl=1345,08 JUL 1974,1974LAPAZ04391,D740181-0611,LA PAZ,"INSTITUTE OF GEOLOGIC, MINING, AND METALLURGIC INVESTIGATIONS (GEOMIN)  CREATED BY BOLIVIAN GOVERNMENT","EMIN, ENRG, TECH, BL",STATE,"SERVICIO GEOLOGICO DE
BOLIVIA (GEOBOL",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=149295&dt=2474&dl=1345,09 JUL 1974,1974LAPAZ04394,D740182-0002,LA PAZ,n/a,"PGOV, BL",STATE INFO USCINCSO,"POLITICAL GAME IN BOLIVIA, INCLUDING THE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=149193&dt=2474&dl=1345,10 JUL 1974,1974LAPAZ04455,D740184-0598,LA PAZ,n/a,"EFIN, EAID, BL, VE, (BANZER SUAREZ, HUGO)",CARACAS,"50 MILLION DOLLARS TO BOLIVIA FOR A..., THE TERMS OF
THE LOANS TO BOLIVIA WILL",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=157678&dt=2474&dl=1345,10 JUL 1974,1974LAPAZ04457,D740184-0744,LA PAZ,BIOGRAPHIC NOTES ON NEW CABINET MEMBERS,"PGOV, PINT, PINR, BL, (CASTILLO SUAREZ, 
VICTOR), (LECHIN SUAREZ, JUAN),  (BERNAL ESCALANTE, RENE), (BERNAL 
PEREIRA, WALDO), (ZELAYA, ANTONIO), (NUNEZ RI VERO, ALTER)",STATE,"MEMBERS OF THE USMILGRP IN
BOLIVIA. HE WAS ONE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=149135&dt=2474&dl=1345,10 JUL 1974,1974LAPAZ04461,D740184-0753,LA PAZ,BOLIVIAN MINISTER OF DEFENSE INDICATES LITTLE INTEREST IN SOVIET  MILITARY EQUIPMENT,"MASS, PFOR, BL, UR, (BERNAL ESCALANTE, RENE)",STATE,"TO
BOLIVIA OF MILITARY EQUIPMENT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=149120&dt=2474&dl=1345,11 JUL 1974,1974LAPAZ04464,D740185-0633,LA PAZ,PUBLIC SAFETY TRAINING IN US,"PFOR, PINS, PINT, SNAR, BL, US",STATE,"IMPROVE BOLIVIA'S IMAGE IN
THE US",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=153187&dt=2474&dl=1345,15 JUL 1974,1974LAPAZ04562,D740189-0298,LA PAZ,BOLIVIAN TARIFF SCHEDULE,"ETRD, BL",STATE,"DECREE 11551.

3. BOLIVIA'S ARACEL DE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=143314&dt=2474&dl=1345,19 JUL 1974,1974LAPAZ04690,D740195-1079,LA PAZ,FAA SECTION 32--POLITICAL PRISONERS,"PINS, EAID, MASS, BL, US",STATE,". I NOTED THAT
BOLIVIA WAS NOT BEING... BOLIVIA AND THAT EPISODES SUCH AS
THE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=143315&dt=2474&dl=1345,19 JUL 1974,1974LAPAZ04685,D740195-0578,LA PAZ,A PRELIMINARY LOOK AT THE NEW GOB,"PINT, BL",STATE,"SHOULD BENEFIT U.S. INTERESTS
IN BOLIVIA... ENHANCED AND OUR OVERALL INTERESTS IN BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=148437&dt=2474&dl=1345,23 JUL 1974,1974LAPAZ04746,D740199-0668,LA PAZ,AVAILABILITY OF FY 1975 FMS CREDIT FUNDS,"MASS, BL, US",STATE,"CONTINUING RESOLUTION AUTHORITY FOR BOLIVIA... 1975
FMS CREDIT.

2. BOLIVIA'S INTEREST... FOR MILITARY ASSISTANCE IN BOLIVIA.

4... BOLIVIA.
STEDMAN


CONFIDENTIAL




NNN",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=147792&dt=2474&dl=1345,24 JUL 1974,1974LAPAZ04777,D740201-0977,LA PAZ,BANZER ANNOUNCES ELECTION TIMETABLE,"PINT, BL, (BANZER)",STATE,"BOLIVIA.
STEDMAN


CONFIDENTIAL




NNN",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=150982&dt=2474&dl=1345,24 JUL 1974,1974LAPAZ04763,D740201-0118,LA PAZ,"PL-480, TITLE I, CUP PAYMENT","EAID, EAGR, BL, US",STATE,"BOLIVIA CHECK NO.
814643 IN THE AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=141576&dt=2474&dl=1345,25 JUL 1974,1974LAPAZ04817,D740202-0434,LA PAZ,ARREST OF MAJOR GARY PRADO,"PINT, PINS, BL, (PRADO, GARY), (PEREDA)",STATE,"MIGUEL TO HIS FOLLOWERS INSIDE BOLIVIA, IN...
GUEVARA ARCE WITH SUCH EXILED BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=155607&dt=2474&dl=1345,30 JUL 1974,1974LAPAZ04903,D740208-0838,LA PAZ,CIVAIR ANDEAN AIRLINE ASSOCIATION,"ETRN, BL, LAB, LAFTA, ANCOM, ANDEAN AIRLINE ASSOC",STATE,"- SANTA CRUZ, BOLIVIA AND ON ANOTHER DAY WILL",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=165999&dt=2474&dl=1345,30 JUL 1974,1974LAPAZ04909,D740208-0609,LA PAZ,FOREIGN GOVERNMENT TENDER,"BEXP, BPRO, BL",STATE,". 335 BOLIVIA
5. N
6A. --
6B. --
6C... JURIDICA
   CASILLA 1124
   LA PAZ, BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=165997&dt=2474&dl=1345,30 JUL 1974,1974LAPAZ04908,D740208-0666,LA PAZ,PRIVATE TRADE OPPORTUNITY,"BPRO, BEXP, BL",STATE,"BOLIVIA
5. Y. PUBLIC WORKS COMMITTEE
6A..., BOLIVIA
7. CABLE--
8. --
9. 104
9A. BID..., CASILLA 218, SANTA CRUZ, BOLIVIA.
NOTE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=150960&dt=2474&dl=1345,31 JUL 1974,1974LAPAZ04940,D740209-0893,LA PAZ,URANIUM EXPLORATION CONTRACT WITH ITALIAN FIRM,"ENRG, TECH, EMIN, BL, AGIP NUCLEAR",STATE,"RADIOACTIVE
MATERIALS"" IN SIX OF BOLIVIA'S... BOLIVIA IN NEXT TWO
YEARS, USE BOLIVIAN",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=147298&dt=2474&dl=1345,31 JUL 1974,1974LAPAZ04927,D740208-1096,LA PAZ,SECRETARY'S INITIATIVE ON DOUBLE TAXATION TREATIES STATE 162751,"EFIN, BL, US",STATE,"AS INCENTIVE TO INVEST IN BOLIVIA. US INVESTMENT IN
BOLIVIA NOW RISING FOLLOWING",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=174672&dt=2474&dl=1345,01 AUG 1974,1974LAPAZ04970,D740210-0226,LA PAZ,FORMATION OF NATIONAL COUNCIL OF STRUCTURAL,"PINT, BL, CONARE, NAT COUNCIL OF STRUCTURAL REFORM, (BANZER)",STATE,"BOLIVIA'S POLITICAL INSTITUTIONS, WAS SWORN... OF THE NINE DEPARTMENTS OF BOLIVIA:
SIX",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=179426&dt=2474&dl=1345,02 AUG 1974,1974LAPAZ05029,D740213-0234,LA PAZ,ENERGY CONSUMPTION IN BOLIVIA,"ENRG, BL",STATE,"SUBJ: ENERGY CONSUMPTION IN BOLIVIA

REF... ABILITY OF BOLIVIA TO
SOLVE ITS AGRICULTURAL",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=173658&dt=2474&dl=1345,02 AUG 1974,1974LAPAZ04988,D740211-0956,LA PAZ,POSSIBLE REOPENING OF CENTRAL OBRERA BOLIVIANA (COB),"ELAB, BL, COB-CENTRAL OBRERA BOLIVIANA, CENTRAL OBRERA BOLIVIANA-COB",STATE,"BOLIVIA'S
MAJOR CONFEDERATIONS AND",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=184883&dt=2474&dl=1345,02 AUG 1974,1974LAPAZ05034,D740213-0275,LA PAZ,W/W DR FRED A SCHIFF FOR: MANAGER,CASC,STATE,", LA PAZ BOLIVIA.
STEDMAN

NOTE BY OCT: NOT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=173648&dt=2474&dl=1345,02 AUG 1974,1974LAPAZ05030,D740212-0750,LA PAZ,INVENTORY OF BOLIVIA TRADE PROBLEMS,"ETRD, BL, US",STATE,": ETRD, BL
SUBJ: INVENTORY OF BOLIVIA TRADE... BOLIVIA. THIS TELEGRAM RETRANSMITS
PARAS. 3... BOLIVIA
DUE TO GOB DEFAULT ON DEBTS IN THE... VIEW OF
BOLIVIA IN LIGHT OF MORE... COMMITMENTS TO BOLIVIA. THE PRIMARY COMPLAINT IS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=173644&dt=2474&dl=1345,02 AUG 1974,1974LAPAZ05026,D740211-0522,LA PAZ,BOLIVIAN AIR FORCE DECISION USE FMS CREDIT FOR CONVAIR 580 TRANSPORT  AIRCRAFT,"PFOR, MARR, MASS, BL",STATE,"NEW C-130 AIRCRAFT,
BOLIVIA NOW WISHES... BOLIVIA ""GET IN LINE"" FOR NEW C-130",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=178971&dt=2474&dl=1345,09 AUG 1974,1974LAPAZ05093,D740219-0119,LA PAZ,n/a,"PBOR, SWEL, BL, PAHO, WHO, (GAMARRA)",STATE,"MENINGITIS FROM THAT COUNTRY TO
BOLIVIA... IN BOLIVIA AS YET. DOCTORS HAVE BEEN",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=174552&dt=2474&dl=1345,09 AUG 1974,1974LAPAZ05089,D740219-0477,LA PAZ,DEBT SERVICE ON EXIMBANK AND PL-480 CREDITS,"EFIN, BL, US, XMB",STATE,"BOLIVIA IN GOOD CREDIT STANDING
WITH",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=174553&dt=2474&dl=1345,09 AUG 1974,1974LAPAZ05083,D740219-0387,LA PAZ,VISIT OF PROFESSOR COCHRAN TO BOLIVIA,"PFOR, PLOS, OTRA, BL, US, LA PAZ, (COCHRAN, CHARLES)",STATE,"COCHRAN TO BOLIVIA

REFERENCE: USNA... BOLIVIA ITSSELF AND OF ITS
TWO WESTERN... UNLIKELY
THAT BOLIVIA ALSO WILL SEEK TO USE... HIMSELF AS AN IDEOLOGUE
OF BOLIVIA'S",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=181642&dt=2474&dl=1345,09 AUG 1974,1974LAPAZ05091,D740219-0126,LA PAZ,BID BY U S COMPANY FOR CONTRACT FOR AERONAUTIC EXPLORATION FOR URANIUM,"ETRN, BEXP, BL, US, GEOMETRIC INC",STATE,". BOLIVIA HAS NO RPT NO EXCHANGE CONTROLS... 2694, LA PAZ,
BOLIVIA OR FERNANDO KNAUDT....,
CASILLA 1185, LA PAZ, BOLIVIA, MAY BE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=174406&dt=2474&dl=1345,09 AUG 1974,1974LAPAZ05069,D740219-0181,LA PAZ,GOB MISSION TO ARGENTINA,"ENRG, EIND, EAID, BL, AR, (CERRUTO, WALDO CALDERON)",STATE,", FLOUR, FATS
AND OILS TO BOLIVIA. CERRUTO... IN SOUTHERN BOLIVIA,  (B) PERMIT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=173314&dt=2474&dl=1345,12 AUG 1974,1974LAPAZ05129,D740221-0072,LA PAZ,CHILEAN FOREIGN INVESTMENT STATUTE,"EGEN, EFIN, BL, PE, ANCOM",STATE,"DRAFTED BOLIVIA'S EXISTING INDUSTRIAL... INDUSTRIAL INVESTMENT TO BOLIVIA WHICH... BOLIVIA.

7. GOB ADOPTED DECISION 24 AS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=173315&dt=2474&dl=1345,12 AUG 1974,1974LAPAZ05128,D740221-0047,LA PAZ,PLANNED REVISIONS TO GOB PROJECT AND PLANNING ENTITIES,"EFIN, EAID, BL, INDEF",STATE,"DIRECTOR OF FONADE,
WHO HAS VISITED BOLIVIA ON",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=181803&dt=2474&dl=1345,12 AUG 1974,1974LAPAZ05124,D740220-1167,LA PAZ,n/a,"PFOR, US, BL, (FORD, GERALD R), (NIXON, RICHARD M)",n/a,"PRESIDENTE DE BOLIVIA, GENERAL HUGO",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=188187&dt=2474&dl=1345,13 AUG 1974,1974LAPAZ05158,D740222-0485,LA PAZ,GEOMETRIC BID FOR URANIUM AIR SURVEY CONTRACT,"BEXP, BL, GEOMETRIC INC",STATE,"CONTRACT HAS TO REGISTER
WITH BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
